#                                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_146434_length_2359_cov_30.532301:453-1695   -            156 58316at7898          -            350  4.3e-103  343.1   3.0   1   1  1.6e-105  4.8e-103  343.0   3.0    48   203     1   156     1   156 1.00 -
NODE_45213_length_7599_cov_27.659333:2311-6415   -            239 58316at7898          -            350   3.7e-77  257.8   1.5   1   2   4.7e-76   1.4e-73  246.0   1.2    17   188    11   183     4   191 0.96 -
NODE_45213_length_7599_cov_27.659333:2311-6415   -            239 58316at7898          -            350   3.7e-77  257.8   1.5   2   2   0.00025     0.073   10.1   0.0   185   206   216   237   199   239 0.84 -
NODE_44817_length_7640_cov_37.122398:3919-7298   -            184 58316at7898          -            350   7.3e-77  256.8   0.8   1   1     3e-79   8.8e-77  256.6   0.8    21   202     4   184     2   184 0.97 -
NODE_32325_length_9210_cov_23.768412:2371-4697   -            190 58316at7898          -            350   3.3e-74  248.1   0.2   1   1   1.2e-76   3.7e-74  247.9   0.2    25   205     1   189     1   190 0.91 -
NODE_22777_length_10920_cov_42.919046:6059-6661  -            201 58316at7898          -            350   2.9e-72  241.7   0.1   1   1   1.1e-74   3.1e-72  241.6   0.1    17   208     7   200     1   201 0.94 -
NODE_64342_length_5928_cov_66.626008:3222-5032   -            202 58316at7898          -            350   3.8e-70  234.7   0.5   1   1   1.5e-72   4.4e-70  234.5   0.5    22   187    37   202    19   202 0.98 -
NODE_3148_length_21100_cov_39.675873:12005-19186 -            188 58316at7898          -            350   3.1e-68  228.5   0.4   1   1   1.1e-70   3.4e-68  228.3   0.4    21   210     1   188     1   188 0.98 -
NODE_143278_length_2443_cov_28.540956:540-1329   -            156 58316at7898          -            350   1.7e-64  216.1   0.1   1   1   6.4e-67   1.9e-64  216.0   0.1    48   203     1   155     1   156 0.97 -
NODE_8134_length_16090_cov_130.261647:2898-3614  -            239 58316at7898          -            350   4.2e-60  201.7   0.0   1   1   1.8e-62   5.4e-60  201.3   0.0    21   209     8   200     3   221 0.92 -
NODE_19996_length_11581_cov_29.546333:4198-8264  -            197 58316at7898          -            350     8e-57  190.9   0.0   1   1   3.2e-59   9.6e-57  190.7   0.0     9   203     8   196     2   197 0.94 -
NODE_16715_length_12482_cov_30.946297:6930-8119  -            171 58316at7898          -            350   9.7e-56  187.4   0.1   1   1   3.7e-58   1.1e-55  187.2   0.1    21   203     1   170     1   171 0.96 -
NODE_34229_length_8930_cov_31.268033:3064-7947   -            156 58316at7898          -            350   1.2e-46  157.5   0.3   1   1   4.3e-49   1.3e-46  157.4   0.3    47   203     5   155     1   156 0.95 -
NODE_101728_length_3877_cov_28.519322:2211-3002  -            211 58316at7898          -            350   1.1e-41  141.1  18.3   1   1   4.7e-42   1.4e-39  134.2  18.3   225   350    49   211    36   211 0.84 -
NODE_51720_length_6961_cov_21.269164:1276-5298   -            571 58316at7898          -            350   1.3e-40  137.6   0.7   1   2   1.1e-34   3.4e-32  109.9   0.1    22   131   147   257   133   268 0.93 -
NODE_51720_length_6961_cov_21.269164:1276-5298   -            571 58316at7898          -            350   1.3e-40  137.6   0.7   2   2   2.7e-09   7.9e-07   26.5   0.1   181   204   266   289   258   341 0.90 -
NODE_10409_length_14872_cov_37.961348:4338-8690  -            416 58316at7898          -            350   1.8e-39  133.8   0.4   1   1   8.3e-42   2.5e-39  133.4   0.4    48   197     1   152     1   220 0.80 -
NODE_117071_length_3280_cov_17.567117:955-3164   -            325 58316at7898          -            350   6.8e-26   89.2   0.7   1   2     4e-28   1.2e-25   88.4   0.1   138   244     3   110     1   135 0.79 -
NODE_117071_length_3280_cov_17.567117:955-3164   -            325 58316at7898          -            350   6.8e-26   89.2   0.7   2   2      0.88   2.6e+02   -1.5   0.0   226   261   123   158   115   170 0.78 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/58316at7898.hmm
# Target file:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_scaffolds_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/scaffolds.modified.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_scaffolds_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/hmmer_output/rerun_results/58316at7898.out --cpu 1 /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/58316at7898.hmm /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_scaffolds_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/scaffolds.modified.fasta.modified.fas 
# Current dir:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus
# Date:            Fri Aug 20 14:43:12 2021
# [ok]
