#                                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_10759_length_14709_cov_32.072005:5432-13984 -            427 17801at7898          -            681   1.7e-14   51.3  13.5   1   2   1.7e-10     3e-08   30.6   5.9    24    90    16    91     3    99 0.71 -
NODE_10759_length_14709_cov_32.072005:5432-13984 -            427 17801at7898          -            681   1.7e-14   51.3  13.5   2   2   7.1e-09   1.3e-06   25.3   1.1   148   227   107   186    92   208 0.81 -
NODE_6555_length_17200_cov_37.243261:1281-10721  -            533 17801at7898          -            681   1.1e-11   42.0   9.6   1   2     0.034       6.1    3.2   0.1    57    88    10    48     1    61 0.66 -
NODE_6555_length_17200_cov_37.243261:1281-10721  -            533 17801at7898          -            681   1.1e-11   42.0   9.6   2   2   1.6e-13   2.9e-11   40.6   5.7   149   311    67   231    55   243 0.85 -
NODE_74580_length_5250_cov_35.989517:3445-4290   -            282 17801at7898          -            681     9e-09   32.4  16.7   1   2   1.1e-05    0.0021   14.7  10.9    30    72     6    57     3    83 0.74 -
NODE_74580_length_5250_cov_35.989517:3445-4290   -            282 17801at7898          -            681     9e-09   32.4  16.7   2   2   2.4e-07   4.4e-05   20.2   1.9   154   217    83   147    45   202 0.81 -
NODE_35928_length_8692_cov_34.183172:2443-4407   -            655 17801at7898          -            681   2.9e-08   30.7  17.4   1   2   1.6e-10   2.9e-08   30.7  17.4    30   134     8   123     2   132 0.79 -
NODE_35928_length_8692_cov_34.183172:2443-4407   -            655 17801at7898          -            681   2.9e-08   30.7  17.4   2   2     0.003      0.55    6.7   6.9   171   283   100   214    99   244 0.83 -
NODE_39627_length_8224_cov_41.440738:2317-6106   -            411 17801at7898          -            681   6.8e-08   29.5  24.8   1   1   6.7e-10   1.2e-07   28.7  24.8    30   253    10   230     3   251 0.76 -
NODE_165125_length_1890_cov_13.812395:1492-1887  -            132 17801at7898          -            681   1.6e-05   21.6  14.7   1   1     1e-07   1.9e-05   21.4  14.7    30   139     4   120     2   129 0.71 -
NODE_36080_length_8674_cov_40.913819:3563-4006   -            148 17801at7898          -            681   3.2e-05   20.7  18.5   1   2    0.0001     0.018   11.5   8.8    31    80    17    70    12    85 0.76 -
NODE_36080_length_8674_cov_40.913819:3563-4006   -            148 17801at7898          -            681   3.2e-05   20.7  18.5   2   2     1e-05    0.0018   14.9   2.1   144   200    91   148    79   148 0.79 -
NODE_13567_length_13528_cov_30.437263:8645-9241  -            199 17801at7898          -            681   7.9e-05   19.4  19.8   1   1   6.8e-07   0.00012   18.7  19.8    31   192     1   172     1   186 0.68 -
NODE_8198_length_16062_cov_50.283593:12305-13906 -             98 17801at7898          -            681     9e-05   19.2   7.8   1   1   5.9e-07   0.00011   18.9   7.8    25    71    30    80    27    85 0.82 -
NODE_23473_length_10772_cov_36.712171:4204-4818  -            205 17801at7898          -            681   0.00033   17.3  10.7   1   2    0.0046      0.84    6.1   2.6    30    70     8    59     1    68 0.66 -
NODE_23473_length_10772_cov_36.712171:4204-4818  -            205 17801at7898          -            681   0.00033   17.3  10.7   2   2   3.3e-06    0.0006   16.5   1.2   158   243   105   191    80   203 0.81 -
NODE_13747_length_13458_cov_41.728498:795-8231   -            229 17801at7898          -            681   0.00039   17.1   4.2   1   2   2.1e-06   0.00039   17.1   4.2    30    92    16    82     2    98 0.79 -
NODE_13747_length_13458_cov_41.728498:795-8231   -            229 17801at7898          -            681   0.00039   17.1   4.2   2   2      0.86   1.6e+02   -1.4   1.7   179   238   134   184   101   191 0.57 -
NODE_33187_length_9084_cov_25.437618:4753-7619   -            348 17801at7898          -            681    0.0012   15.4  16.2   1   2    0.0057         1    5.8   4.0    31    69    19    63    16    66 0.68 -
NODE_33187_length_9084_cov_25.437618:4753-7619   -            348 17801at7898          -            681    0.0012   15.4  16.2   2   2   6.5e-06    0.0012   15.5   4.4   154   292   140   278   134   301 0.61 -
NODE_125437_length_2988_cov_27.573901:425-907    -            161 17801at7898          -            681    0.0017   14.9  20.7   1   1   1.1e-05    0.0019   14.8  20.7    30   144    11   133     7   161 0.75 -
NODE_149099_length_2288_cov_18.716766:1108-1557  -            150 17801at7898          -            681    0.0018   14.9  22.4   1   1   1.1e-05    0.0019   14.8  22.4    31   141     1   118     1   150 0.76 -
NODE_54567_length_6703_cov_35.096457:4996-5874   -            293 17801at7898          -            681    0.0019   14.8   2.1   1   2     1e-05    0.0019   14.8   2.1    30    59     4    31     2    38 0.89 -
NODE_54567_length_6703_cov_35.096457:4996-5874   -            293 17801at7898          -            681    0.0019   14.8   2.1   2   2     0.008       1.5    5.3   3.2   159   218    91   151    80   214 0.85 -
NODE_5365_length_18228_cov_33.700590:2043-2396   -            118 17801at7898          -            681    0.0051   13.4  19.4   1   2   0.00032     0.059    9.9  11.1    31    69     4    45     2    63 0.82 -
NODE_5365_length_18228_cov_33.700590:2043-2396   -            118 17801at7898          -            681    0.0051   13.4  19.4   2   2    0.0013      0.24    7.8   2.0   148   185    69   105    58   115 0.82 -
