#                                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_13034_length_13458_cov_39.047010:1710-8529 -            388 45111at7898          -            448   2.1e-07   28.6   5.1   1   2   5.6e-08   4.5e-05   20.9   0.7    86   184   220   317   214   321 0.93 -
NODE_13034_length_13458_cov_39.047010:1710-8529 -            388 45111at7898          -            448   2.1e-07   28.6   5.1   2   2   0.00024      0.19    8.9   0.4   214   278   324   387   317   387 0.86 -
NODE_35505_length_8636_cov_31.507555:3687-4184  -            166 45111at7898          -            448     4e-05   21.1   0.8   1   2   6.3e-07    0.0005   17.5   0.4    87   180    37   131    23   135 0.71 -
NODE_35505_length_8636_cov_31.507555:3687-4184  -            166 45111at7898          -            448     4e-05   21.1   0.8   2   2   0.00043      0.34    8.1   0.0   132   180   110   157   104   162 0.84 -
NODE_29350_length_9533_cov_35.699915:7919-8458  -            180 45111at7898          -            448   8.2e-05   20.1   0.8   1   1   2.4e-07   0.00019   18.8   0.8   103   233    31   168    16   180 0.70 -
NODE_68878_length_5591_cov_40.808631:2540-5542  -            621 45111at7898          -            448    0.0019   15.6   0.6   1   2    0.0037       2.9    5.1   0.0   255   284    29    58     4    76 0.85 -
NODE_68878_length_5591_cov_40.808631:2540-5542  -            621 45111at7898          -            448    0.0019   15.6   0.6   2   2    0.0003      0.24    8.6   0.2   211   289   121   196    89   233 0.82 -
NODE_7365_length_16208_cov_43.431995:9972-14379 -            293 45111at7898          -            448    0.0057   14.0   5.3   1   2      0.02        16    2.6   0.2    92   137   138   183   130   187 0.82 -
NODE_7365_length_16208_cov_43.431995:9972-14379 -            293 45111at7898          -            448    0.0057   14.0   5.3   2   2   1.9e-05     0.015   12.6   1.0    94   170   197   273   193   279 0.95 -
NODE_1825_length_23395_cov_44.668355:9845-22265 -            767 45111at7898          -            448     0.034   11.4   4.5   1   3   0.00012     0.099    9.9   0.4   134   180   537   582   499   586 0.84 -
NODE_1825_length_23395_cov_44.668355:9845-22265 -            767 45111at7898          -            448     0.034   11.4   4.5   2   3    0.0015       1.2    6.3   0.3   243   287   565   608   562   612 0.86 -
NODE_1825_length_23395_cov_44.668355:9845-22265 -            767 45111at7898          -            448     0.034   11.4   4.5   3   3      0.27   2.2e+02   -1.1   0.1   103   144   685   726   654   739 0.72 -
NODE_118389_length_3272_cov_31.191617:827-1783  -            319 45111at7898          -            448     0.095   10.0   5.2   1   2     0.054        43    1.2   1.2   130   174   107   150    56   244 0.56 -
NODE_118389_length_3272_cov_31.191617:827-1783  -            319 45111at7898          -            448     0.095   10.0   5.2   2   2   0.00013       0.1    9.8   0.2    86   149   248   314   237   319 0.73 -
NODE_26695_length_9989_cov_33.616582:799-8176   -            383 45111at7898          -            448       0.4    7.9   3.7   1   4       0.1        82    0.3   0.1   100   143    61   105     4   111 0.65 -
NODE_26695_length_9989_cov_33.616582:799-8176   -            383 45111at7898          -            448       0.4    7.9   3.7   2   4    0.0021       1.7    5.8   0.2    97   127   110   140    94   148 0.84 -
NODE_26695_length_9989_cov_33.616582:799-8176   -            383 45111at7898          -            448       0.4    7.9   3.7   3   4      0.17   1.4e+02   -0.5   0.0   393   422   266   295   253   315 0.79 -
NODE_26695_length_9989_cov_33.616582:799-8176   -            383 45111at7898          -            448       0.4    7.9   3.7   4   4      0.36   2.9e+02   -1.5   0.0    99   125   343   369   327   373 0.85 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/45111at7898.hmm
# Target file:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/initial_results/contigs.modified.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/hmmer_output/initial_run_results/45111at7898.out --cpu 1 /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/45111at7898.hmm /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/initial_results/contigs.modified.fasta.modified.fas 
# Current dir:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus
# Date:            Fri Aug 20 13:20:50 2021
# [ok]
