#                                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_2752_length_21210_cov_33.087916:6236-13101 -            148 120216at7898         -            144     1e-41  140.9   8.9   1   1   3.5e-44   1.3e-41  140.6   8.9    13   134     7   131     3   140 0.94 -
NODE_147444_length_2391_cov_13.033159:472-1572  -            203 120216at7898         -            144   1.8e-30  104.4   7.1   1   1   5.8e-33   2.2e-30  104.2   7.1     4   132    14   142    11   154 0.87 -
NODE_35026_length_8694_cov_32.615474:2321-3347  -            118 120216at7898         -            144   6.8e-29   99.3  10.9   1   1     2e-31   7.5e-29   99.2  10.9    15   132     1   117     1   118 0.93 -
NODE_32600_length_9040_cov_21.259255:2817-5821  -            248 120216at7898         -            144   4.5e-28   96.7  11.2   1   1   1.7e-30   6.4e-28   96.2  11.2    13   132    70   185    60   197 0.89 -
NODE_874_length_27370_cov_28.493381:17774-23135 -            281 120216at7898         -            144   2.5e-23   81.3  11.9   1   1     1e-25   3.8e-23   80.7  11.9    11   132    18   138     9   148 0.94 -
NODE_20818_length_11175_cov_26.205309:6687-8859 -            190 120216at7898         -            144   3.1e-23   81.0  11.8   1   1   1.1e-25   4.3e-23   80.5  11.8    15   130     6   119     2   127 0.93 -
NODE_53747_length_6717_cov_21.062708:2433-4886  -            133 120216at7898         -            144     1e-22   79.3  14.2   1   1   3.2e-25   1.2e-22   79.1  14.2    14   131    15   131     8   133 0.86 -
NODE_63335_length_5968_cov_26.053161:3015-4801  -            115 120216at7898         -            144   1.7e-22   78.5  14.9   1   1   5.2e-25     2e-22   78.4  14.9    15   130     1   115     1   115 0.90 -
NODE_51519_length_6910_cov_35.910733:5095-5352  -             86 120216at7898         -            144   2.9e-21   74.6   4.4   1   1   8.3e-24   3.1e-21   74.5   4.4    13    73    21    81    12    86 0.91 -
NODE_60849_length_6147_cov_28.323247:1427-1999  -             86 120216at7898         -            144   2.2e-20   71.7   0.2   1   1   6.8e-23   2.5e-20   71.5   0.2    68   140     1    73     1    77 0.96 -
NODE_6226_length_17045_cov_38.531984:159-1209   -            224 120216at7898         -            144   2.3e-12   45.7   0.4   1   1   9.9e-15   3.7e-12   45.0   0.4    74   132     5    63     2    73 0.93 -
NODE_10258_length_14627_cov_24.459939:4632-7321 -            124 120216at7898         -            144   3.8e-11   41.8   0.7   1   1   1.5e-13   5.5e-11   41.3   0.7    75   134     4    63     2    71 0.93 -
NODE_58731_length_6307_cov_36.206186:878-6040   -            284 120216at7898         -            144   9.6e-11   40.5  12.1   1   2   2.6e-12   9.6e-10   37.2   4.7    10   122   123   230   115   244 0.81 -
NODE_58731_length_6307_cov_36.206186:878-6040   -            284 120216at7898         -            144   9.6e-11   40.5  12.1   2   2    0.0035       1.3    7.6   0.8    23    45   262   284   243   284 0.88 -
NODE_63476_length_5958_cov_32.297662:1198-5206  -            186 120216at7898         -            144     2e-08   33.0  15.7   1   2   0.00022     0.084   11.5   1.7    76   122     1    46     1    59 0.73 -
