#                                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_81816_length_4829_cov_40.354757:641-4498 -           1250 6383at7898           -           1191  1.6e-229  763.4 164.4   1   8   1.6e-77     5e-74  248.4  25.6    99   310     1   226     1   246 0.85 -
NODE_81816_length_4829_cov_40.354757:641-4498 -           1250 6383at7898           -           1191  1.6e-229  763.4 164.4   2   8   1.1e-19   3.4e-16   56.8  40.9   296   438   262   456   242   465 0.78 -
NODE_81816_length_4829_cov_40.354757:641-4498 -           1250 6383at7898           -           1191  1.6e-229  763.4 164.4   3   8   1.7e-14   5.4e-11   39.6  12.9   401   506   469   591   463   630 0.71 -
NODE_81816_length_4829_cov_40.354757:641-4498 -           1250 6383at7898           -           1191  1.6e-229  763.4 164.4   4   8   1.6e-12     5e-09   33.1   9.9   483   563   607   715   599   732 0.70 -
NODE_81816_length_4829_cov_40.354757:641-4498 -           1250 6383at7898           -           1191  1.6e-229  763.4 164.4   5   8   4.6e-45   1.5e-41  140.9   6.1   557   688   746   881   725   910 0.77 -
NODE_81816_length_4829_cov_40.354757:641-4498 -           1250 6383at7898           -           1191  1.6e-229  763.4 164.4   6   8   3.5e-39   1.1e-35  121.4  14.1   677   765   984  1078   936  1083 0.82 -
NODE_81816_length_4829_cov_40.354757:641-4498 -           1250 6383at7898           -           1191  1.6e-229  763.4 164.4   7   8     3e-27   9.4e-24   81.9   5.9   763   819  1105  1161  1097  1175 0.92 -
NODE_81816_length_4829_cov_40.354757:641-4498 -           1250 6383at7898           -           1191  1.6e-229  763.4 164.4   8   8   3.7e-25   1.2e-21   74.9   0.2   820   868  1202  1250  1189  1250 0.93 -
NODE_5218_length_17933_cov_32.662779:975-4064 -            364 6383at7898           -           1191     0.058    9.7   3.8   1   1   2.3e-05     0.074    9.4   3.8   349   447    41   141    28   166 0.85 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/6383at7898.hmm
# Target file:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/initial_results/contigs.modified.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/hmmer_output/initial_run_results/6383at7898.out --cpu 1 /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/6383at7898.hmm /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/initial_results/contigs.modified.fasta.modified.fas 
# Current dir:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus
# Date:            Fri Aug 20 13:24:41 2021
# [ok]
