#                                                                                                      --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                  accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                          ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_44839_length_7557_cov_34.841110:2010-6419 -            200 44355at7898          -            532   0.00025   18.1   0.1   1   2   8.9e-06     0.011   12.7   0.0   376   437    74   135    47   146 0.80 -
NODE_44839_length_7557_cov_34.841110:2010-6419 -            200 44355at7898          -            532   0.00025   18.1   0.1   2   2    0.0034       4.3    4.1   0.0   384   434   144   196   134   200 0.80 -
NODE_2533_length_21632_cov_87.480704:1264-4357 -            444 44355at7898          -            532   0.00026   18.1   0.0   1   1   3.2e-07   0.00041   17.4   0.0   388   454     5    73     2    97 0.84 -
NODE_51337_length_6927_cov_31.941271:243-4976  -            251 44355at7898          -            532   0.00027   18.0   0.0   1   2   1.1e-05     0.014   12.3   0.0   387   441    10    64     4    96 0.87 -
NODE_51337_length_6927_cov_31.941271:243-4976  -            251 44355at7898          -            532   0.00027   18.0   0.0   2   2    0.0047         6    3.7   0.0   382   432   193   243   170   249 0.81 -
NODE_74877_length_5216_cov_43.334376:1534-2955 -            474 44355at7898          -            532    0.0012   15.9   0.0   1   1   1.5e-06    0.0019   15.3   0.0   385   441     5    63     3    79 0.88 -
NODE_75608_length_5173_cov_39.599724:2216-3685 -            490 44355at7898          -            532    0.0015   15.5   0.0   1   2     3e-06    0.0038   14.2   0.0   385   443     4    64     2    85 0.84 -
NODE_75608_length_5173_cov_39.599724:2216-3685 -            490 44355at7898          -            532    0.0015   15.5   0.0   2   2      0.27   3.5e+02   -2.1   0.0   142   213   372   444   355   458 0.64 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/44355at7898.hmm
# Target file:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/initial_results/contigs.modified.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/hmmer_output/initial_run_results/44355at7898.out --cpu 1 /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/44355at7898.hmm /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/initial_results/contigs.modified.fasta.modified.fas 
# Current dir:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus
# Date:            Fri Aug 20 13:21:38 2021
# [ok]
