#                                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_25648_length_8850_cov_34.579934:2465-7071  -            337 57675at7898          -            487  1.4e-106  355.3  10.6   1   3     0.069        23    1.7   0.1     1    15     1    15     1    27 0.78 -
NODE_25648_length_8850_cov_34.579934:2465-7071  -            337 57675at7898          -            487  1.4e-106  355.3  10.6   2   3   8.9e-37   2.9e-34  116.7   1.1    10    78    80   148    74   154 0.89 -
NODE_25648_length_8850_cov_34.579934:2465-7071  -            337 57675at7898          -            487  1.4e-106  355.3  10.6   3   3   8.7e-75   2.9e-72  242.1   0.7    66   211   172   335   153   337 0.91 -
NODE_5_length_68997_cov_5.073166:64360-65523    -            388 57675at7898          -            487   1.6e-65  219.8   0.2   1   1   6.1e-68     2e-65  219.5   0.2   112   467    17   388     7   388 0.89 -
NODE_3539_length_16883_cov_4.603551:12385-13632 -            416 57675at7898          -            487   2.1e-55  186.5   0.3   1   1   8.7e-58   2.8e-55  186.0   0.3   111   443    20   362    14   371 0.88 -
NODE_76657_length_4699_cov_31.618913:2286-3503  -            406 57675at7898          -            487   6.6e-35  118.9   1.0   1   1     5e-37   1.6e-34  117.6   1.0   111   424    31   378    22   390 0.82 -
NODE_29485_length_8287_cov_123.669638:2000-3073 -            358 57675at7898          -            487   8.7e-35  118.5   0.2   1   1   3.1e-37     1e-34  118.2   0.2   113   431    19   355     2   358 0.83 -
NODE_2358_length_18666_cov_45.144288:3766-9488  -            343 57675at7898          -            487   1.3e-20   71.7   0.0   1   2   5.7e-12   1.9e-09   34.9   0.0   208   383     7   187     3   200 0.86 -
NODE_2358_length_18666_cov_45.144288:3766-9488  -            343 57675at7898          -            487   1.3e-20   71.7   0.0   2   2   5.8e-12   1.9e-09   34.9   0.0   386   440   211   265   206   308 0.87 -
NODE_5081_length_15309_cov_4.690927:5791-6768   -            326 57675at7898          -            487   6.8e-12   43.0   0.0   1   2     0.045        15    2.3   0.0   132   169     2    40     1    77 0.83 -
NODE_5081_length_15309_cov_4.690927:5791-6768   -            326 57675at7898          -            487   6.8e-12   43.0   0.0   2   2   3.3e-13   1.1e-10   39.0   0.0   338   430   219   311   169   326 0.89 -
NODE_5885_length_14705_cov_61.191223:2417-11394 -            689 57675at7898          -            487   8.6e-12   42.6   0.0   1   1     5e-14   1.6e-11   41.7   0.0   353   430   141   218   124   226 0.90 -
NODE_131859_length_2830_cov_27.247162:2214-2366 -             51 57675at7898          -            487   4.6e-08   30.3   0.0   1   1   1.5e-10   4.9e-08   30.2   0.0   211   256     1    51     1    51 0.87 -
NODE_3982_length_16365_cov_42.585700:9332-9493  -             54 57675at7898          -            487   5.7e-07   26.7   0.0   1   1     2e-09   6.6e-07   26.5   0.0   209   255     3    54     2    54 0.85 -
NODE_62328_length_5456_cov_25.966959:4556-4714  -             53 57675at7898          -            487   5.9e-07   26.7   0.0   1   1   1.9e-09   6.2e-07   26.6   0.0   209   255     2    53     1    53 0.85 -
NODE_8906_length_13047_cov_45.072444:2409-2567  -             53 57675at7898          -            487   5.9e-07   26.7   0.0   1   1   1.9e-09   6.2e-07   26.6   0.0   209   255     2    53     1    53 0.85 -
NODE_290821_length_590_cov_1.680244:279-440     -             54 57675at7898          -            487   8.8e-06   22.8   0.0   1   1   2.7e-08     9e-06   22.8   0.0   210   255     3    53     1    54 0.86 -
NODE_2_length_74631_cov_4.206542:14740-15906    -            389 57675at7898          -            487   0.00017   18.5   0.1   1   2   0.00076      0.25    8.1   0.1   161   227    70   137    11   151 0.80 -
NODE_2_length_74631_cov_4.206542:14740-15906    -            389 57675at7898          -            487   0.00017   18.5   0.1   2   2   0.00093      0.31    7.8   0.0   352   423   299   368   272   384 0.78 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/57675at7898.hmm
# Target file:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_scaffolds_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/scaffolds.modified.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_scaffolds_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/hmmer_output/rerun_results/57675at7898.out --cpu 1 /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/57675at7898.hmm /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_scaffolds_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/scaffolds.modified.fasta.modified.fas 
# Current dir:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus
# Date:            Fri Aug 20 14:38:01 2021
# [ok]
