#                                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_59_length_38321_cov_43.436738:23540-31761  -           1062 7133at7898           -           1463         0 1413.3  42.4   1   5   1.5e-56     1e-53  180.3   4.9   134   302     1   186     1   194 0.85 -
NODE_59_length_38321_cov_43.436738:23540-31761  -           1062 7133at7898           -           1463         0 1413.3  42.4   2   5   1.1e-26   7.3e-24   81.3   0.2   299   361   219   282   205   286 0.91 -
NODE_59_length_38321_cov_43.436738:23540-31761  -           1062 7133at7898           -           1463         0 1413.3  42.4   3   5         0         0 1045.8  17.2   399  1015   286   897   281   899 0.95 -
NODE_59_length_38321_cov_43.436738:23540-31761  -           1062 7133at7898           -           1463         0 1413.3  42.4   4   5   1.6e-09     1e-06   24.5   0.0  1066  1101   898   933   897   941 0.94 -
NODE_59_length_38321_cov_43.436738:23540-31761  -           1062 7133at7898           -           1463         0 1413.3  42.4   5   5   7.3e-30   4.8e-27   91.9   0.2  1100  1178   976  1058   960  1062 0.92 -
NODE_59033_length_5650_cov_36.592506:1720-5622  -            411 7133at7898           -           1463  3.7e-120  400.5   4.2   1   2   2.2e-47   1.4e-44  149.9   1.3   382   568     5   172     2   174 0.95 -
NODE_59033_length_5650_cov_36.592506:1720-5622  -            411 7133at7898           -           1463  3.7e-120  400.5   4.2   2   2   1.4e-78   9.3e-76  253.3   0.1   590   825   172   410   170   411 0.91 -
NODE_1746_length_20038_cov_31.777521:2504-16968 -            355 7133at7898           -           1463  1.3e-110  368.8   4.3   1   2   2.3e-40   1.5e-37  126.6   0.2   404   581     2   155     1   163 0.94 -
NODE_1746_length_20038_cov_31.777521:2504-16968 -            355 7133at7898           -           1463  1.3e-110  368.8   4.3   2   2   5.8e-74   3.8e-71  238.0   0.9   649   829   162   342   154   350 0.96 -
NODE_44941_length_6674_cov_60.008061:4499-6010  -            504 7133at7898           -           1463   2.1e-64  215.7   0.7   1   2     1e-31   6.8e-29   98.0   0.0   403   606    19   237     1   257 0.76 -
NODE_44941_length_6674_cov_60.008061:4499-6010  -            504 7133at7898           -           1463   2.1e-64  215.7   0.7   2   2   3.1e-37     2e-34  116.3   0.2   667   812   353   502   346   504 0.88 -
NODE_13_length_48483_cov_4.770379:25144-26496   -            451 7133at7898           -           1463   7.5e-63  210.5   0.6   1   1   1.4e-65   9.1e-63  210.3   0.6   383   821    10   448     5   451 0.88 -
NODE_33190_length_7838_cov_52.794159:1-6465     -            340 7133at7898           -           1463   4.5e-58  194.7   0.3   1   1   1.1e-60   7.4e-58  194.0   0.3   651   831    97   290    93   330 0.89 -
NODE_2976_length_17649_cov_36.097151:450-10963  -            542 7133at7898           -           1463   6.5e-44  147.8   0.0   1   1   1.9e-46   1.2e-43  146.9   0.0   400   815     5   431     3   437 0.79 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/7133at7898.hmm
# Target file:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_scaffolds_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/scaffolds.modified.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_scaffolds_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/hmmer_output/rerun_results/7133at7898.out --cpu 1 /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/7133at7898.hmm /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_scaffolds_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/scaffolds.modified.fasta.modified.fas 
# Current dir:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus
# Date:            Fri Aug 20 14:35:18 2021
# [ok]
