#                                                                                                      --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                  accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                          ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_150433_length_2314_cov_35.991422:838-1988 -            162 85031at7898          -            310   1.4e-78  262.2   0.1   1   1   2.7e-81   1.6e-78  262.0   0.1    53   192     1   147     1   161 0.95 -
NODE_223027_length_918_cov_1.180708:400-912    -            171 85031at7898          -            310   1.1e-15   55.6   0.6   1   1   2.1e-18   1.3e-15   55.4   0.6    79   185    33   146    22   168 0.84 -
NODE_164771_length_1966_cov_2.215319:334-912   -            193 85031at7898          -            310   1.7e-15   55.0   0.0   1   2   2.3e-17   1.4e-14   52.0   0.0    79   221     2   160     1   169 0.81 -
NODE_164771_length_1966_cov_2.215319:334-912   -            193 85031at7898          -            310   1.7e-15   55.0   0.0   2   2     0.078        47    1.0   0.0   257   276   173   192   166   193 0.84 -
NODE_210723_length_1093_cov_1.012072:492-1058  -            189 85031at7898          -            310   1.2e-11   42.3   0.4   1   2     6e-08   3.6e-05   21.0   0.0    73   121     8    57     2    66 0.84 -
NODE_210723_length_1093_cov_1.012072:492-1058  -            189 85031at7898          -            310   1.2e-11   42.3   0.4   2   2   1.6e-07   9.5e-05   19.6   0.1   143   220    98   179    89   187 0.82 -
NODE_5_length_211341_cov_5.135854:18246-18800  -            185 85031at7898          -            310   2.1e-11   41.5   0.0   1   2    0.0001     0.061   10.4   0.0    74   123    12    66     3    71 0.77 -
NODE_5_length_211341_cov_5.135854:18246-18800  -            185 85031at7898          -            310   2.1e-11   41.5   0.0   2   2   1.6e-10   9.7e-08   29.5   0.0   112   220    73   185    67   185 0.90 -
NODE_6_length_175601_cov_5.006028:96508-97131  -            208 85031at7898          -            310   8.3e-11   39.6   0.1   1   1   2.9e-13   1.7e-10   38.5   0.1    77   221     2   162     1   170 0.79 -
NODE_27019_length_9927_cov_90.514652:1732-4817 -            137 85031at7898          -            310   4.6e-09   33.8   0.0   1   1     8e-12   4.8e-09   33.8   0.0   156   289     1   133     1   137 0.78 -
NODE_230583_length_821_cov_1.130194:219-764    -            182 85031at7898          -            310     0.017   12.3   0.0   1   2     0.044        26    1.8   0.0   101   130    50    78    38    92 0.80 -
NODE_230583_length_821_cov_1.130194:219-764    -            182 85031at7898          -            310     0.017   12.3   0.0   2   2   0.00034      0.21    8.7   0.0   127   184   123   181   102   182 0.83 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/85031at7898.hmm
# Target file:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/contigs.modified.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/hmmer_output/rerun_results/85031at7898.out --cpu 1 /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/85031at7898.hmm /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/contigs.modified.fasta.modified.fas 
# Current dir:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus
# Date:            Fri Aug 20 14:38:35 2021
# [ok]
