#                                                                                                      --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                  accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                          ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_6556_length_16773_cov_34.526508:597-13101 -            393 37539at7898          -            449   6.3e-83  276.9   6.5   1   3   6.6e-13   7.9e-10   36.0   0.3    52    94     3    45     1    62 0.93 -
NODE_6556_length_16773_cov_34.526508:597-13101 -            393 37539at7898          -            449   6.3e-83  276.9   6.5   2   3   6.9e-17   8.2e-14   49.1   0.0    91   160   141   209   126   224 0.83 -
NODE_6556_length_16773_cov_34.526508:597-13101 -            393 37539at7898          -            449   6.3e-83  276.9   6.5   3   3   1.1e-60   1.3e-57  193.5   1.2   164   307   244   385   218   391 0.92 -
NODE_10_length_71880_cov_5.439699:70314-71798  -            495 37539at7898          -            449   8.2e-71  237.0   0.1   1   2   5.9e-25     7e-22   75.7   0.0    11   160     1   158     1   167 0.91 -
NODE_10_length_71880_cov_5.439699:70314-71798  -            495 37539at7898          -            449   8.2e-71  237.0   0.1   2   2   2.2e-50   2.7e-47  159.5   0.1   166   441   191   489   164   494 0.76 -
NODE_210457_length_1097_cov_0.639279:125-985   -            287 37539at7898          -            449   1.8e-67  226.0   2.0   1   1   3.2e-69   3.8e-66  221.6   2.0     8   266    10   287     3   287 0.87 -
NODE_5_length_211341_cov_5.135854:72995-75772  -            926 37539at7898          -            449    0.0063   13.3   0.0   1   2      0.12   1.5e+02   -1.2   0.0    46    79    50    82    47   116 0.74 -
NODE_5_length_211341_cov_5.135854:72995-75772  -            926 37539at7898          -            449    0.0063   13.3   0.0   2   2   2.5e-05      0.03   11.0   0.0   243   289   693   739   652   825 0.72 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/37539at7898.hmm
# Target file:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/contigs.modified.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/hmmer_output/rerun_results/37539at7898.out --cpu 1 /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/37539at7898.hmm /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/contigs.modified.fasta.modified.fas 
# Current dir:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus
# Date:            Fri Aug 20 14:37:25 2021
# [ok]
