#                                                                                                      --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                  accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                          ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_90669_length_4058_cov_32.104824:768-2259  -            266 95360at7898          -            345    3e-152  504.7   1.5   1   2     1e-81   1.2e-78  262.7   0.6    88   203     2   117     1   123 0.98 -
NODE_90669_length_4058_cov_32.104824:768-2259  -            266 95360at7898          -            345    3e-152  504.7   1.5   2   2   3.4e-75   3.9e-72  241.3   0.0   192   322   135   265   124   266 0.95 -
NODE_32235_length_7627_cov_32.444607:788-2306  -            262 95360at7898          -            345   9.6e-24   82.1   0.0   1   2   1.3e-19   1.5e-16   58.5   0.0    46   232    32   212    20   213 0.85 -
NODE_32235_length_7627_cov_32.444607:788-2306  -            262 95360at7898          -            345   9.6e-24   82.1   0.0   2   2   9.7e-09   1.1e-05   22.7   0.0   204   254   211   262   205   262 0.87 -
NODE_49746_length_6092_cov_47.952945:151-5538  -            372 95360at7898          -            345   4.1e-13   47.2   0.0   1   2   1.5e-06    0.0018   15.5   0.0    24   100    27   105     6   111 0.66 -
NODE_49746_length_6092_cov_47.952945:151-5538  -            372 95360at7898          -            345   4.1e-13   47.2   0.0   2   2   8.5e-11   9.8e-08   29.5   0.0   141   260   120   250   112   269 0.75 -
NODE_560_length_23662_cov_4.112380:3070-3639   -            190 95360at7898          -            345   6.1e-09   33.5   0.0   1   1   2.4e-11   2.8e-08   31.3   0.0    70   262     1   179     1   189 0.79 -
NODE_70396_length_4900_cov_20.680900:1666-3496 -            236 95360at7898          -            345     0.047   10.8   0.0   1   1   5.1e-05      0.06   10.5   0.0   219   276    38    97    29   124 0.67 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/95360at7898.hmm
# Target file:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/initial_results/contigs.modified.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/hmmer_output/initial_run_results/95360at7898.out --cpu 1 /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/95360at7898.hmm /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/initial_results/contigs.modified.fasta.modified.fas 
# Current dir:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus
# Date:            Fri Aug 20 13:33:05 2021
# [ok]
