#                                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_1133_length_21885_cov_4.928486:2687-3955 -            423 63419at7898          -            386     1e-79  266.4   7.5   1   2   9.3e-16   1.1e-12   45.8   0.3    24    85     1    62     1    88 0.84 -
NODE_1133_length_21885_cov_4.928486:2687-3955 -            423 63419at7898          -            386     1e-79  266.4   7.5   2   2   6.3e-69   7.4e-66  220.8   1.9   113   384   131   423   124   423 0.88 -
NODE_2_length_74631_cov_4.206542:2569-3750    -            394 63419at7898          -            386   6.6e-48  161.7   4.5   1   2     2e-08   2.4e-05   21.6   0.6    23    81     2    60     1    84 0.87 -
NODE_2_length_74631_cov_4.206542:2569-3750    -            394 63419at7898          -            386   6.6e-48  161.7   4.5   2   2   6.7e-45   7.9e-42  141.7   0.2   111   382   115   394   111   394 0.89 -
NODE_266304_length_768_cov_0.991031:1-744     -            248 63419at7898          -            386   2.2e-45  153.4   0.1   1   1   2.2e-48   2.6e-45  153.2   0.1   110   317    34   248    21   248 0.91 -
NODE_200268_length_1534_cov_1.767247:688-1470 -            261 63419at7898          -            386   8.2e-30  102.1   0.1   1   1   8.3e-33   9.7e-30  101.9   0.1   172   379    39   260    19   261 0.86 -
NODE_223113_length_1225_cov_0.945826:269-1216 -            316 63419at7898          -            386     9e-14   49.3   1.0   1   3   1.3e-09   1.6e-06   25.5   0.0    24    83     3    62     1    80 0.89 -
NODE_223113_length_1225_cov_0.945826:269-1216 -            316 63419at7898          -            386     9e-14   49.3   1.0   2   3    0.0004      0.47    7.5   0.0   110   146   128   164   110   195 0.86 -
NODE_223113_length_1225_cov_0.945826:269-1216 -            316 63419at7898          -            386     9e-14   49.3   1.0   3   3   4.3e-06     0.005   14.0   0.0   163   240   234   316   225   316 0.86 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/63419at7898.hmm
# Target file:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_scaffolds_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/initial_results/scaffolds.modified.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_scaffolds_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/hmmer_output/initial_run_results/63419at7898.out --cpu 1 /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/63419at7898.hmm /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_scaffolds_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/initial_results/scaffolds.modified.fasta.modified.fas 
# Current dir:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus
# Date:            Fri Aug 20 13:39:32 2021
# [ok]
