#                                                                                                      --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                  accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                          ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_8027_length_16155_cov_38.960638:3385-7087 -            211 120510at7898         -            206   8.4e-76  252.4  16.9   1   2   4.7e-64   5.1e-61  204.1   3.1    57   146     1    90     1    97 0.97 -
NODE_8027_length_16155_cov_38.960638:3385-7087 -            211 120510at7898         -            206   8.4e-76  252.4  16.9   2   2   4.2e-18   4.5e-15   54.1   5.9   138   194   132   192   108   204 0.77 -
NODE_34225_length_8931_cov_29.598392:2393-4922 -            117 120510at7898         -            206   8.8e-40  134.8  20.7   1   1   3.6e-42   3.9e-39  132.6  20.7    25   140     1   105     1   112 0.91 -
NODE_3476_length_20572_cov_44.436868:278-7425  -            238 120510at7898         -            206   5.4e-39  132.2  38.6   1   3   2.3e-32   2.4e-29  100.6  19.4    23    96     1    80     1    81 0.96 -
NODE_3476_length_20572_cov_44.436868:278-7425  -            238 120510at7898         -            206   5.4e-39  132.2  38.6   2   3   8.7e-07   0.00093   17.1   5.9   119   147    81   109    80   142 0.89 -
NODE_3476_length_20572_cov_44.436868:278-7425  -            238 120510at7898         -            206   5.4e-39  132.2  38.6   3   3   3.6e-09   3.9e-06   24.9   0.3   144   179   199   234   165   237 0.84 -
NODE_48525_length_7262_cov_37.520034:1429-4143 -            186 120510at7898         -            206   7.4e-25   86.0  11.7   1   2   3.9e-19   4.2e-16   57.4   7.0    57   196     1   136     1   146 0.76 -
NODE_48525_length_7262_cov_37.520034:1429-4143 -            186 120510at7898         -            206   7.4e-25   86.0  11.7   2   2   9.2e-11   9.8e-08   30.1   0.2   144   174   149   179   138   185 0.81 -
NODE_60006_length_6256_cov_43.056521:1310-4662 -            103 120510at7898         -            206    0.0064   14.4   0.0   1   1   6.8e-06    0.0073   14.2   0.0    48   103    37    92    21   100 0.86 -
NODE_27930_length_9928_cov_42.627327:1957-8458 -            697 120510at7898         -            206       1.8    6.3   8.0   1   3   7.1e-05     0.077   10.8   0.1   127   177   203   255   158   283 0.78 -
NODE_27930_length_9928_cov_42.627327:1957-8458 -            697 120510at7898         -            206       1.8    6.3   8.0   2   3      0.48   5.2e+02   -1.7   1.2   130   177   323   370   313   389 0.68 -
NODE_27930_length_9928_cov_42.627327:1957-8458 -            697 120510at7898         -            206       1.8    6.3   8.0   3   3       1.3   1.4e+03   -3.0   0.0   128   148   397   417   382   423 0.78 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/120510at7898.hmm
# Target file:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_scaffolds_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/initial_results/scaffolds.modified.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_scaffolds_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/hmmer_output/initial_run_results/120510at7898.out --cpu 1 /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/120510at7898.hmm /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_scaffolds_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/initial_results/scaffolds.modified.fasta.modified.fas 
# Current dir:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus
# Date:            Fri Aug 20 13:20:21 2021
# [ok]
