# BUSCO version is: 5.0.0 
# The lineage dataset is: actinopterygii_odb10 (Creation date: 2021-02-19, number of species: 26, number of BUSCOs: 3640)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
64at7898	Missing
116at7898	Missing
131at7898	Fragmented	NODE_17740_length_10332_cov_36.156455	2682	3271	-	231.8	113	https://www.orthodb.org/v10?query=131at7898	E3 ubiquitin-protein ligase UBR4 isoform X1
171at7898	Missing
180at7898	Missing
301at7898	Complete	NODE_1845_length_19821_cov_45.203630	6380	17935	-	7005.2	3468	https://www.orthodb.org/v10?query=301at7898	sacsin isoform X1
394at7898	Fragmented	NODE_20895_length_9665_cov_26.603701	2248	3787	-	272.7	173	https://www.orthodb.org/v10?query=394at7898	vacuolar protein sorting-associated protein 13B-like
408at7898	Missing
423at7898	Missing
433at7898	Missing
594at7898	Missing
707at7898	Missing
715at7898	Complete	NODE_9120_length_12938_cov_32.404237	751	12144	+	3513.4	2832	https://www.orthodb.org/v10?query=715at7898	apolipoprotein B-100
716at7898	Missing
832at7898	Missing
892at7898	Missing
1123at7898	Complete	NODE_256_length_29696_cov_40.056222	4538	27769	-	3199.8	2171	https://www.orthodb.org/v10?query=1123at7898	filamin-B
1144at7898	Missing
1155at7898	Missing
1213at7898	Missing
1220at7898	Complete	NODE_57_length_38373_cov_61.376365	12302	35085	-	1595.6	1722	https://www.orthodb.org/v10?query=1220at7898	breast cancer type 2 susceptibility protein
1258at7898	Missing
1262at7898	Fragmented	NODE_16421_length_10630_cov_31.584465	2058	3945	+	264.4	111	https://www.orthodb.org/v10?query=1262at7898	pre-mRNA-processing-splicing factor 8
1312at7898	Missing
1329at7898	Missing
1401at7898	Missing
1502at7898	Missing
1539at7898	Fragmented	NODE_8874_length_13065_cov_31.101959	647	8037	+	1898.8	1031	https://www.orthodb.org/v10?query=1539at7898	alpha-tectorin
1607at7898	Fragmented	NODE_4308_length_16038_cov_35.961290	6400	13060	-	1780.8	1210	https://www.orthodb.org/v10?query=1607at7898	chondroitin sulfate proteoglycan 4
1664at7898	Fragmented	NODE_6869_length_14086_cov_58.811897	6152	12367	+	2449.2	1620	https://www.orthodb.org/v10?query=1664at7898	zinc finger protein 40 isoform X1
1667at7898	Missing
1697at7898	Missing
1709at7898	Complete	NODE_1544_length_20601_cov_32.134523	2005	13273	+	2826.1	1725	https://www.orthodb.org/v10?query=1709at7898	adenomatous polyposis coli protein 2
1867at7898	Missing
1955at7898	Missing
2212at7898	Missing
2355at7898	Missing
2390at7898	Missing
2421at7898	Missing
2494at7898	Missing
2517at7898	Fragmented	NODE_37208_length_7394_cov_39.185058	686	7386	+	865.3	612	https://www.orthodb.org/v10?query=2517at7898	coagulation factor V
2564at7898	Missing
2589at7898	Missing
2616at7898	Missing
2652at7898	Missing
2721at7898	Complete	NODE_12471_length_11716_cov_41.286046	1993	9379	-	1432.5	1415	https://www.orthodb.org/v10?query=2721at7898	Upstream transcription factor family member 3
2731at7898	Complete	NODE_230_length_30402_cov_43.476091	1383	16320	+	2549.8	1994	https://www.orthodb.org/v10?query=2731at7898	chondroitin sulfate proteoglycan 4-like
2748at7898	Complete	NODE_2648_length_18136_cov_33.181738	11429	16930	+	1575.8	1255	https://www.orthodb.org/v10?query=2748at7898	tudor domain-containing protein 15
2763at7898	Missing
2857at7898	Missing
2862at7898	Complete	NODE_2560_length_18305_cov_38.233330	5001	12665	-	1368.8	1699
3036at7898	Missing
3037at7898	Missing
3098at7898	Missing
3133at7898	Missing
3278at7898	Complete	NODE_6963_length_14037_cov_32.120749	5085	11079	+	2826.3	1380
3359at7898	Missing
3551at7898	Missing
3552at7898	Fragmented	NODE_11343_length_12083_cov_33.097463	272	10078	-	1692.9	965
3601at7898	Missing
3636at7898	Missing
3668at7898	Complete	NODE_2763_length_17932_cov_42.038075	3489	15021	-	1385.2	1368	https://www.orthodb.org/v10?query=3668at7898	treslin isoform X1
3678at7898	Complete	NODE_17196_length_10447_cov_40.191051	178	9212	+	963.3	1282	https://www.orthodb.org/v10?query=3678at7898	CASP8-associated protein 2
3802at7898	Missing
3849at7898	Missing
3878at7898	Missing
3909at7898	Complete	NODE_1009_length_22410_cov_35.163283	434	19440	-	1770.6	959	https://www.orthodb.org/v10?query=3909at7898	DNA-directed RNA polymerase I subunit RPA1
4012at7898	Missing
4029at7898	Missing
4171at7898	Missing
4182at7898	Missing
4232at7898	Missing
4361at7898	Missing
4363at7898	Missing
