#                                                                                                      --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                  accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                          ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_90292_length_4071_cov_42.956697:2010-2760 -            193 92142at7898          -            302   6.5e-89  296.1   7.2   1   1   1.6e-91   9.4e-89  295.6   7.2    43   211     1   193     1   193 0.93 -
NODE_260053_length_946_cov_0.741440:1-837      -            279 92142at7898          -            302   4.8e-41  139.0   0.0   1   1   1.3e-43   7.4e-41  138.3   0.0   100   302    62   279    34   279 0.87 -
NODE_275089_length_815_cov_1.282123:87-794     -            236 92142at7898          -            302     2e-38  130.3   0.0   1   1   4.1e-41   2.4e-38  130.1   0.0    97   300    20   235     8   236 0.85 -
NODE_309343_length_579_cov_1.379167:14-550     -            179 92142at7898          -            302   1.6e-18   65.0   0.3   1   1   3.4e-21     2e-18   64.7   0.3   100   235    22   165    11   176 0.82 -
NODE_188382_length_1806_cov_36.329233:394-1185 -            264 92142at7898          -            302   3.8e-16   57.2   1.2   1   1   9.7e-19   5.6e-16   56.6   1.2   107   277    47   229    40   264 0.74 -
NODE_12084_length_11282_cov_3.916480:4241-4948 -            236 92142at7898          -            302   8.5e-05   19.9   0.0   1   1   1.9e-07   0.00011   19.6   0.0   124   205   110   196    87   227 0.75 -
NODE_290843_length_691_cov_0.814189:157-690    -            178 92142at7898          -            302    0.0063   13.8   0.2   1   1   1.7e-05    0.0095   13.2   0.2   107   169   103   162    85   177 0.86 -
NODE_274161_length_823_cov_1.041436:92-667     -            192 92142at7898          -            302     0.039   11.2   0.3   1   1   9.1e-05     0.052   10.8   0.3   109   167   118   173   106   187 0.82 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/92142at7898.hmm
# Target file:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/contigs.modified.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/hmmer_output/rerun_results/92142at7898.out --cpu 1 /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/92142at7898.hmm /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/contigs.modified.fasta.modified.fas 
# Current dir:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus
# Date:            Fri Aug 20 14:40:29 2021
# [ok]
