#                                                                                                      --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                  accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                          ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_23805_length_8736_cov_32.446220:1102-2532 -             89 23556at7898          -            744   4.4e-51  172.0   0.2   1   1   9.4e-54   4.8e-51  171.9   0.2    52   136     1    89     1    89 0.98 -
NODE_295244_length_662_cov_1.031972:0-650      -            217 23556at7898          -            744     3e-41  139.5   0.0   1   1   6.7e-44   3.5e-41  139.3   0.0    87   290     1   217     1   217 0.90 -
NODE_45011_length_6434_cov_33.901026:1710-4330 -            442 23556at7898          -            744     3e-34  116.3   0.0   1   1   8.8e-37   4.5e-34  115.7   0.0   402   699    17   370     7   382 0.77 -
NODE_3558_length_15891_cov_4.502660:7431-8510  -            360 23556at7898          -            744   4.2e-17   59.6   0.3   1   1   1.5e-19   7.9e-17   58.7   0.3   459   706    39   331    15   356 0.72 -
NODE_376500_length_391_cov_1.044521:20-385     -            122 23556at7898          -            744   4.9e-15   52.8   0.0   1   1     1e-17   5.3e-15   52.7   0.0   601   696    24   122     9   122 0.91 -
NODE_98598_length_3784_cov_34.559566:1896-3317 -            164 23556at7898          -            744   5.6e-14   49.3   0.0   1   1   1.3e-16   6.9e-14   49.0   0.0    76   191    26   147    16   164 0.79 -
NODE_180076_length_1934_cov_1.098638:381-1607  -            409 23556at7898          -            744   4.9e-13   46.2   0.0   1   1   1.5e-15   7.8e-13   45.5   0.0   456   697    82   368    58   398 0.76 -
NODE_446926_length_286_cov_1.090909:109-282    -             58 23556at7898          -            744   1.2e-06   25.1   0.0   1   1   2.4e-09   1.2e-06   25.0   0.0    80   132     1    57     1    58 0.82 -
NODE_239762_length_1152_cov_6.686610:496-1146  -            217 23556at7898          -            744   0.00071   15.9   0.0   1   1   1.9e-06   0.00096   15.5   0.0   425   562    29   175     6   199 0.72 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/23556at7898.hmm
# Target file:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/contigs.modified.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/hmmer_output/rerun_results/23556at7898.out --cpu 1 /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/23556at7898.hmm /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/contigs.modified.fasta.modified.fas 
# Current dir:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus
# Date:            Fri Aug 20 14:38:34 2021
# [ok]
