#                                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_46457_length_6327_cov_32.677103:61-4825  -            453 36345at7898          -            551  1.6e-141  470.5   0.6   1   2     1e-58   9.6e-56  187.3   0.2     8   207    58   265    53   266 0.92 -
NODE_46457_length_6327_cov_32.677103:61-4825  -            453 36345at7898          -            551  1.6e-141  470.5   0.6   2   2   2.6e-88   2.4e-85  285.1   0.0   227   408   262   453   257   453 0.93 -
NODE_157702_length_2317_cov_2.610460:447-1832 -            462 36345at7898          -            551   5.6e-21   72.6   0.0   1   2   1.1e-08   1.1e-05   22.1   0.0    45   134    24   120     1   174 0.77 -
NODE_157702_length_2317_cov_2.610460:447-1832 -            462 36345at7898          -            551   5.6e-21   72.6   0.0   2   2     1e-16   9.5e-14   48.7   0.0   282   515   232   462   222   462 0.80 -
NODE_19176_length_9545_cov_3.408639:337-1671  -            445 36345at7898          -            551   5.5e-19   66.0   0.0   1   2   1.6e-08   1.5e-05   21.6   0.0    45   133    24   119     1   172 0.78 -
NODE_19176_length_9545_cov_3.408639:337-1671  -            445 36345at7898          -            551   5.5e-19   66.0   0.0   2   2   6.6e-15   6.1e-12   42.7   0.0   282   446   232   395   222   445 0.70 -
NODE_70537_length_4894_cov_4.125339:2976-4328 -            451 36345at7898          -            551     1e-14   51.9   0.0   1   2   2.2e-07    0.0002   17.9   0.0    66   125    39    99     2   127 0.77 -
NODE_70537_length_4894_cov_4.125339:2976-4328 -            451 36345at7898          -            551     1e-14   51.9   0.0   2   2     1e-11   9.6e-09   32.2   0.0   320   519   253   450   217   451 0.77 -
NODE_4_length_60810_cov_4.988371:17311-18669  -            453 36345at7898          -            551     6e-10   36.1   0.0   1   2     0.018        17    1.7   0.0    43   116     4    88     1   100 0.73 -
NODE_4_length_60810_cov_4.988371:17311-18669  -            453 36345at7898          -            551     6e-10   36.1   0.0   2   2   8.2e-12   7.5e-09   32.5   0.0   307   436   242   379   214   450 0.77 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/36345at7898.hmm
# Target file:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/contigs.modified.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/hmmer_output/rerun_results/36345at7898.out --cpu 1 /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/36345at7898.hmm /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/contigs.modified.fasta.modified.fas 
# Current dir:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus
# Date:            Fri Aug 20 14:38:18 2021
# [ok]
