#                                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_2303_length_17622_cov_45.699880:3135-4937  -            601 27390at7898          -            750   1.3e-22   77.7   0.1   1   4   2.9e-07   0.00012   18.3   0.0   182   252     3    73     1    84 0.93 -
NODE_2303_length_17622_cov_45.699880:3135-4937  -            601 27390at7898          -            750   1.3e-22   77.7   0.1   2   4   1.3e-11   5.6e-09   32.7   0.0   175   252   121   201    81   215 0.79 -
NODE_2303_length_17622_cov_45.699880:3135-4937  -            601 27390at7898          -            750   1.3e-22   77.7   0.1   3   4   5.5e-06    0.0023   14.1   0.1   172   252   230   312   204   327 0.75 -
NODE_2303_length_17622_cov_45.699880:3135-4937  -            601 27390at7898          -            750   1.3e-22   77.7   0.1   4   4   0.00043      0.18    7.8   0.0   182   250   527   598   517   600 0.82 -
NODE_77167_length_4591_cov_106.595503:943-2326  -            385 27390at7898          -            750   1.2e-16   58.0   0.4   1   3   1.1e-07   4.8e-05   19.7   0.0   274   349    83   158    78   162 0.73 -
NODE_77167_length_4591_cov_106.595503:943-2326  -            385 27390at7898          -            750   1.2e-16   58.0   0.4   2   3   0.00015     0.061    9.4   0.0   271   331   160   222   158   231 0.77 -
NODE_77167_length_4591_cov_106.595503:943-2326  -            385 27390at7898          -            750   1.2e-16   58.0   0.4   3   3   8.7e-10   3.7e-07   26.6   0.1   243   379   225   352   213   362 0.73 -
NODE_214_length_28315_cov_50.082506:12642-17063 -            311 27390at7898          -            750   2.7e-14   50.2   0.0   1   3     6e-09   2.5e-06   23.9   0.1   211   250    17    56     8    70 0.83 -
NODE_214_length_28315_cov_50.082506:12642-17063 -            311 27390at7898          -            750   2.7e-14   50.2   0.0   2   3   2.5e-08   1.1e-05   21.8   0.0   205   255    81   131    74   140 0.89 -
NODE_214_length_28315_cov_50.082506:12642-17063 -            311 27390at7898          -            750   2.7e-14   50.2   0.0   3   3     0.069        29    0.5   0.0   164   206   220   264   190   272 0.73 -
NODE_18873_length_9604_cov_37.161284:3257-3952  -            232 27390at7898          -            750   1.5e-12   44.5   0.0   1   2     0.023       9.6    2.1   0.0   588   629    37    77     9   102 0.63 -
NODE_18873_length_9604_cov_37.161284:3257-3952  -            232 27390at7898          -            750   1.5e-12   44.5   0.0   2   2   5.7e-14   2.4e-11   40.5   0.0   175   252   142   219   126   229 0.87 -
NODE_22571_length_8938_cov_33.567372:5512-8311  -            251 27390at7898          -            750     8e-10   35.5   0.0   1   1   3.6e-12   1.5e-09   34.5   0.0   541   629    17   102     6   114 0.89 -
NODE_9521_length_12157_cov_30.245480:1606-4200  -             87 27390at7898          -            750   3.1e-09   33.5   0.2   1   1   7.6e-12   3.2e-09   33.5   0.2   260   321    26    87     4    87 0.77 -
NODE_24748_length_8593_cov_28.613727:571-8091   -            387 27390at7898          -            750   6.7e-06   22.5   0.0   1   1   3.6e-08   1.5e-05   21.3   0.0   543   608   128   190   119   197 0.84 -
NODE_15984_length_10235_cov_27.179361:2031-7953 -            258 27390at7898          -            750    0.0013   14.9   0.0   1   1   4.5e-06    0.0019   14.4   0.0   273   360   158   250   137   258 0.55 -
NODE_28857_length_8028_cov_37.398663:6910-7092  -             61 27390at7898          -            750    0.0058   12.7   0.0   1   1   1.4e-05    0.0058   12.7   0.0   562   614     4    53     1    60 0.53 -
NODE_17142_length_9968_cov_30.560138:5875-9385  -            227 27390at7898          -            750    0.0093   12.1   0.0   1   1   3.3e-05     0.014   11.5   0.0   663   721     4    61     2    68 0.79 -
NODE_115872_length_3266_cov_29.910325:1690-1881 -             64 27390at7898          -            750     0.024   10.7   0.0   1   1     6e-05     0.025   10.6   0.0     3    47    18    60    13    64 0.50 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/27390at7898.hmm
# Target file:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/contigs.modified.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/hmmer_output/rerun_results/27390at7898.out --cpu 1 /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/27390at7898.hmm /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/contigs.modified.fasta.modified.fas 
# Current dir:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus
# Date:            Fri Aug 20 14:34:32 2021
# [ok]
