#                                                                                                      --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                  accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                          ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_17142_length_9968_cov_30.560138:5875-9385 -            227 112214at7898         -            158   1.1e-45  153.6   7.7   1   2   1.1e-48   1.1e-45  153.6   7.7    30   148     1   136     1   147 0.86 -
NODE_17142_length_9968_cov_30.560138:5875-9385 -            227 112214at7898         -            158   1.1e-45  153.6   7.7   2   2       4.1   3.8e+03   -4.2  11.8    74   158   139   227   130   227 0.59 -
NODE_77167_length_4591_cov_106.595503:943-2326 -            385 112214at7898         -            158   4.5e-08   31.3   4.8   1   4       2.4   2.2e+03   -3.4   2.8    84   106    12    33     6    39 0.71 -
NODE_77167_length_4591_cov_106.595503:943-2326 -            385 112214at7898         -            158   4.5e-08   31.3   4.8   2   4   3.2e-06     0.003   15.6   0.0    11    70    84   143    81   150 0.92 -
NODE_77167_length_4591_cov_106.595503:943-2326 -            385 112214at7898         -            158   4.5e-08   31.3   4.8   3   4     0.028        26    2.8   0.0    10    67   163   223   153   243 0.61 -
NODE_77167_length_4591_cov_106.595503:943-2326 -            385 112214at7898         -            158   4.5e-08   31.3   4.8   4   4   3.8e-05     0.035   12.1   0.0     6    72   254   315   250   354 0.89 -
NODE_24748_length_8593_cov_28.613727:571-8091  -            387 112214at7898         -            158   5.5e-06   24.5   0.7   1   2   1.5e-08   1.4e-05   23.2   0.0     6    70   125   190   123   194 0.93 -
NODE_24748_length_8593_cov_28.613727:571-8091  -            387 112214at7898         -            158   5.5e-06   24.5   0.7   2   2      0.89   8.3e+02   -2.1   0.2   105   122   308   325   273   368 0.56 -
NODE_9521_length_12157_cov_30.245480:1606-4200 -             87 112214at7898         -            158   0.00027   19.0   0.0   1   1   4.1e-07   0.00038   18.5   0.0    10    55    40    86    35    87 0.85 -
NODE_140971_length_2654_cov_38.284540:80-2153  -            299 112214at7898         -            158    0.0088   14.1   0.0   1   1     2e-05     0.018   13.1   0.0    36    79   160   203   148   267 0.78 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/112214at7898.hmm
# Target file:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/contigs.modified.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/hmmer_output/rerun_results/112214at7898.out --cpu 1 /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/112214at7898.hmm /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/contigs.modified.fasta.modified.fas 
# Current dir:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus
# Date:            Fri Aug 20 14:39:52 2021
# [ok]
