#                                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_12798_length_11070_cov_30.579163:1960-5891 -            273 38237at7898          -            564   7.7e-94  313.1   0.2   1   1   4.3e-96   2.8e-93  311.2   0.2     7   242    11   273     1   273 0.78 -
NODE_181945_length_1904_cov_35.475900:671-1780  -            370 38237at7898          -            564   1.5e-25   87.6  13.9   1   3      0.28   1.8e+02   -1.8   0.0   243   265     2    24     1    30 0.86 -
NODE_181945_length_1904_cov_35.475900:671-1780  -            370 38237at7898          -            564   1.5e-25   87.6  13.9   2   3   5.1e-11   3.4e-08   30.4   1.1   403   508    78   183    59   190 0.89 -
NODE_181945_length_1904_cov_35.475900:671-1780  -            370 38237at7898          -            564   1.5e-25   87.6  13.9   3   3   2.1e-20   1.4e-17   61.4   5.9   276   452   194   366   184   368 0.88 -
NODE_24695_length_8599_cov_30.953529:3795-4922  -            376 38237at7898          -            564   7.8e-23   78.7  13.1   1   3      0.54   3.6e+02   -2.7   0.0   241   264     8    31     4    39 0.85 -
NODE_24695_length_8599_cov_30.953529:3795-4922  -            376 38237at7898          -            564   7.8e-23   78.7  13.1   2   3   3.7e-10   2.4e-07   27.5   1.0   403   507    86   190    67   197 0.82 -
NODE_24695_length_8599_cov_30.953529:3795-4922  -            376 38237at7898          -            564   7.8e-23   78.7  13.1   3   3   1.3e-18   8.7e-16   55.4   5.1   276   452   202   374   194   376 0.89 -
NODE_19703_length_9443_cov_34.924015:3408-8480  -            330 38237at7898          -            564   4.4e-18   63.0  21.2   1   3   6.1e-13     4e-10   36.7  13.0   238   450     1   215     1   218 0.83 -
NODE_19703_length_9443_cov_34.924015:3408-8480  -            330 38237at7898          -            564   4.4e-18   63.0  21.2   2   3   1.4e-12   9.5e-10   35.5   5.5   343   488   133   279   131   281 0.77 -
NODE_19703_length_9443_cov_34.924015:3408-8480  -            330 38237at7898          -            564   4.4e-18   63.0  21.2   3   3   2.9e-05     0.019   11.4   0.7   425   468   267   311   261   324 0.82 -
NODE_6954_length_13319_cov_30.500983:2044-2466  -            141 38237at7898          -            564   1.9e-09   34.5   0.6   1   1   3.1e-12   2.1e-09   34.4   0.6   312   431    12   133     3   141 0.86 -
NODE_7755_length_12893_cov_30.507269:2819-11158 -            297 38237at7898          -            564   5.6e-05   19.7   4.5   1   3   2.6e-05     0.017   11.5   0.1   342   400    17    76     3    83 0.78 -
NODE_7755_length_12893_cov_30.507269:2819-11158 -            297 38237at7898          -            564   5.6e-05   19.7   4.5   2   3   0.00014     0.091    9.1   1.0   248   369    81   207    75   214 0.83 -
NODE_7755_length_12893_cov_30.507269:2819-11158 -            297 38237at7898          -            564   5.6e-05   19.7   4.5   3   3    0.0014      0.93    5.8   1.3   410   510   172   272   104   295 0.67 -
NODE_393321_length_359_cov_0.611538:1-324       -            108 38237at7898          -            564     0.011   12.1   0.2   1   1   3.8e-05     0.025   11.0   0.2   472   525    35    90     1    98 0.66 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/38237at7898.hmm
# Target file:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/contigs.modified.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/hmmer_output/rerun_results/38237at7898.out --cpu 1 /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/38237at7898.hmm /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/contigs.modified.fasta.modified.fas 
# Current dir:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus
# Date:            Fri Aug 20 14:36:13 2021
# [ok]
